Anho,Ciclo,Idalumno,Cod.Car.Sec,Avandono,CantidadMaterias
2020,1,3465,MCT-PLS13 ,0,5
2021,2,3466,MCT-PLS13 ,1,7
2022,1,3466,MCT-PLS13 ,0,5
2022,2,3466,MCT-PLS13 ,1,2
2017,2,3467,MCT-PLS13 ,1,3
2018,2,3467,MCT-PLS13 ,0,4
2022,2,3469,CIV-PLS13 ,0,6
2018,2,3470,MCT-PLS13 ,1,6
2019,2,3470,ELE-PLS13 ,1,5
2020,1,3470,ELE-PLS13 ,0,4
2017,2,3471,CIV-PLS13 ,0,3
2021,1,3472,ELE-PLS13 ,1,5
2021,2,3472,ELE-PLS13 ,0,6
2022,1,3473,CIV-PLS13 ,0,5
2021,2,3475,CIV-PLS13 ,0,7
2022,1,3475,CIV-PLS13 ,0,6
2021,2,3477,ECA-PLS13 ,0,4
2022,1,3477,ECA-PLS13 ,0,3
2022,2,3477,ECA-PLS13 ,1,5
2021,2,3478,CIV-PLS13 ,0,6
2022,2,3480,MEC-PLS13 ,0,5
2018,2,3481,CIV-PLS13 ,0,5
2020,1,3481,CIV-PLS13 ,0,4
2021,1,3481,CIV-PLS13 ,0,4
2021,2,3481,CIV-PLS13 ,0,5
2018,2,3482,CIV-PLS13 ,0,3
2017,2,3483,ELE-PLS13 ,0,4
2018,1,3483,ELE-PLS13 ,0,5
2018,2,3483,ELE-PLS13 ,0,5
2022,2,3484,ELE-PLS13 ,0,6
2022,2,3485,ELE-PLS13 ,0,5
2020,1,3486,ECA-PLS13 ,0,4
2021,1,3486,ECA-PLS13 ,0,8
2021,2,3486,ECA-PLS13 ,0,4
2018,2,3487,CIV-PLS13 ,0,7
2017,2,3490,ELE-PLS13 ,0,7
2018,1,3490,ELE-PLS13 ,0,2
2021,2,3492,ELE-PLS13 ,1,7
2022,1,3492,ELE-PLS13 ,0,5
2022,2,3492,ELE-PLS13 ,0,3
2022,1,3494,CIV-PLS13 ,0,6
2022,2,3495,CIV-PLS13 ,1,6
2019,2,3496,ELE-PLS13 ,1,5
2020,1,3496,ELE-PLS13 ,0,3
2022,2,3497,CIV-PLS13 ,1,5
2016,2,3498,CIV-PLS13 ,0,6
2016,2,3499,IND-PLS13 ,0,4
2017,2,3500,MCT-PLS13 ,0,5
2022,1,3501,MCT-PLS13 ,0,5
2020,1,3503,CIV-PLS13 ,0,5
2021,1,3503,CIV-PLS13 ,0,5
2021,2,3503,CIV-PLS13 ,0,6
2021,2,3508,CIV-PLS13 ,0,4
2022,1,3508,CIV-PLS13 ,1,6
2022,2,3508,CIV-PLS13 ,0,6
2021,1,3509,CIV-PLS13 ,1,6
2021,2,3509,CIV-PLS13 ,1,8
2022,1,3509,CGF-PLS13 ,0,8
2022,2,3509,CIV-PLS13 ,1,6
2019,2,3510,MCT-PLS13 ,0,5
2022,1,3512,MCT-PLS13 ,0,5
2022,2,3512,MCT-PLS13 ,0,4
2022,2,3513,ECA-PLS13 ,0,5
2022,2,3514,CIV-PLS13 ,1,4
2021,2,3515,CIV-PLS13 ,0,4
2021,2,3516,CIV-PLS13 ,0,6
2022,1,3516,CIV-PLS13 ,0,4
2017,2,3517,ELE-PLS13 ,1,5
2018,2,3517,ELE-PLS13 ,1,6
2019,1,3517,ELE-PLS13 ,1,4
2019,2,3517,ELE-PLS13 ,1,7
2020,1,3517,ELE-PLS13 ,1,6
2021,1,3517,ELE-PLS13 ,0,5
2021,2,3517,ELE-PLS13 ,1,6
2022,1,3517,ELE-PLS13 ,0,8
2022,2,3517,ELE-PLS13 ,0,6
2022,1,3523,CIV-PLS13 ,0,6
2020,1,3525,MCT-PLS13 ,0,6
2022,1,3526,CGF-PLS13 ,0,4
2022,2,3526,CGF-PLS13 ,1,4
2022,1,3527,ELE-PLS13 ,0,5
2021,2,3529,CIV-PLS13 ,1,7
2022,2,3529,CIV-PLS13 ,0,5
2020,1,3532,MCT-PLS13 ,0,5
2021,1,3532,MCT-PLS13 ,0,8
2021,2,3532,MCT-PLS13 ,0,4
2022,1,3533,MEC-PLS13 ,0,3
2022,2,3533,MEC-PLS13 ,0,5
2022,1,3535,ELE-PLS13 ,0,5
2022,1,3538,CIV-PLS13 ,1,6
2022,2,3538,CIV-PLS13 ,1,4
2021,1,3539,ELE-PLS13 ,0,4
2020,1,3540,CIV-PLS13 ,0,4
2022,1,3542,ELE-PLS13 ,0,7
2021,2,3544,CIV-PLS13 ,1,7
2022,1,3544,CIV-PLS13 ,0,5
2022,2,3544,CIV-PLS13 ,0,7
2021,2,3545,CIV-PLS13 ,1,8
2022,2,3546,MCT-PLS13 ,1,6
2022,1,3547,IND-PLS13 ,0,5
2016,2,3548,CIV-PLS13 ,0,6
2018,2,3549,ELE-PLS13 ,0,5
2019,1,3549,ELE-PLS13 ,0,6
2022,2,3555,MCT-PLS13 ,0,4
2022,2,3558,CIV-PLS13 ,0,6
2020,1,3560,CIV-PLS13 ,0,4
2020,1,3564,MCT-PLS13 ,0,5
2021,1,3564,MCT-PLS13 ,0,6
2018,2,3566,CIV-PLS13 ,0,5
2022,1,3567,IND-PLS13 ,0,5
2021,1,3571,MCT-PLS13 ,0,4
2021,2,3571,MCT-PLS13 ,0,6
2022,2,3571,MCT-PLS13 ,0,4
2019,1,3572,ECA-PLS13 ,1,6
2019,2,3572,ECA-PLS13 ,1,6
2020,1,3572,ECA-PLS13 ,1,5
2021,2,3572,ECA-PLS13 ,0,2
2022,1,3572,ECA-PLS13 ,0,5
2022,2,3572,ECA-PLS13 ,0,7
2021,1,3573,CIV-PLS13 ,0,4
2021,2,3576,CIV-PLS13 ,0,8
2021,2,3577,CIV-PLS13 ,1,7
2022,1,3577,CGF-PLS13 ,1,8
2022,1,3579,ELE-PLS13 ,0,6
2022,2,3579,ELE-PLS13 ,0,4
2016,2,3581,CGF-PLS13 ,0,6
2017,2,3581,CGF-PLS13 ,0,6
2022,1,3583,CIV-PLS13 ,0,5
2022,2,3583,CIV-PLS13 ,0,6
2022,2,3584,CIV-PLS13 ,0,5
2022,2,3585,CGF-PLS13 ,0,5
2019,2,3586,CIV-PLS13 ,0,5
2020,1,3586,CIV-PLS13 ,0,5
2021,1,3586,CIV-PLS13 ,0,6
2020,1,3588,ELE-PLS13 ,0,5
2021,1,3588,ELE-PLS13 ,0,5
2021,2,3588,ELE-PLS13 ,0,6
2022,1,3588,ELE-PLS13 ,0,5
2017,2,3589,MCT-PLS13 ,0,5
2021,2,3590,IND-PLS13 ,0,5
2022,1,3590,IND-PLS13 ,0,4
2022,2,3590,IND-PLS13 ,0,4
2017,2,3592,IND-PLS13 ,0,5
2016,2,3593,CIV-PLS13 ,0,6
2022,1,3595,IND-PLS13 ,0,5
2021,1,3596,CIV-PLS13 ,0,6
2019,2,3597,ELE-PLS13 ,0,5
2022,2,3598,MEC-PLS13 ,1,4
2021,2,3600,CIV-PLS13 ,1,8
2022,2,3600,CIV-PLS13 ,1,6
2021,2,3601,ELE-PLS13 ,0,5
2019,2,3604,IND-PLS13 ,0,4
2019,2,3605,CGF-PLS13 ,0,5
2020,1,3605,CGF-PLS13 ,0,5
2022,1,3607,CIV-PLS13 ,0,7
2022,2,3607,CIV-PLS13 ,1,7
2017,2,3608,ELE-PLS13 ,1,5
2018,1,3608,ELE-PLS13 ,1,5
2018,2,3608,ELE-PLS13 ,0,5
2022,1,3611,MCT-PLS13 ,0,5
2022,2,3611,MCT-PLS13 ,0,5
2022,1,3613,CIV-PLS13 ,1,4
2022,2,3613,CIV-PLS13 ,0,4
2016,2,3614,CGF-PLS13 ,0,5
2017,2,3614,CGF-PLS13 ,0,7
2021,1,3615,ELE-PLS13 ,0,5
2021,2,3615,ELE-PLS13 ,0,6
2022,1,3615,ELE-PLS13 ,0,6
2019,2,3616,MCT-PLS13 ,0,5
2020,1,3616,MCT-PLS13 ,0,4
2016,2,3618,MCT-PLS13 ,0,5
2022,2,3619,CIV-PLS13 ,0,6
2020,1,3620,IND-PLS13 ,0,5
2017,2,3621,MCT-PLS13 ,0,5
2019,2,3622,ELE-PLS13 ,0,5
2017,2,3623,ELE-PLS13 ,0,5
2018,1,3623,ELE-PLS13 ,0,5
2017,2,3624,ELE-PLS13 ,0,6
2019,2,3625,ELE-PLS13 ,0,5
2017,2,3627,CIV-PLS13 ,0,7
2022,2,3629,CIV-PLS13 ,1,5
2017,2,3630,ELE-PLS13 ,0,5
2019,2,3631,ELE-PLS13 ,0,5
2016,2,3632,CIV-PLS13 ,0,6
2022,1,3634,MCT-PLS13 ,0,6
2022,2,3634,MCT-PLS13 ,0,6
2022,2,3636,ELE-PLS13 ,0,6
2022,1,3640,ELE-PLS13 ,0,6
2022,2,3640,ELE-PLS13 ,0,4
2021,2,3641,IND-PLS13 ,0,6
2022,1,3641,IND-PLS13 ,0,5
2022,2,3641,IND-PLS13 ,0,5
2022,1,3642,ELE-PLS13 ,1,5
2022,2,3642,ELE-PLS13 ,0,5
2022,1,3643,MCT-PLS13 ,0,4
2022,2,3644,CIV-PLS13 ,1,2
2018,2,3645,MCT-PLS13 ,1,5
2019,1,3645,MCT-PLS13 ,0,7
2016,2,3646,IND-PLS13 ,0,5
2022,1,3647,ELE-PLS13 ,0,5
2022,2,3647,ELE-PLS13 ,0,5
2018,2,3649,CIV-PLS13 ,0,4
2019,1,3649,CIV-PLS13 ,0,4
2017,2,3650,IND-PLS13 ,1,6
2020,1,3650,IND-PLS13 ,0,5
2021,1,3650,CGF-PLS13 ,0,6
2021,1,3650,IND-PLS13 ,0,6
2018,2,3651,CIV-PLS13 ,0,6
2016,2,3653,CIV-PLS13 ,1,4
2017,2,3653,CIV-PLS13 ,1,5
2018,1,3653,CIV-PLS13 ,1,5
2018,2,3653,CIV-PLS13 ,1,5
2019,1,3653,CIV-PLS13 ,0,6
2022,1,3654,ELE-PLS13 ,0,6
2022,2,3654,ELE-PLS13 ,1,6
2022,2,3655,CIV-PLS13 ,1,3
2017,2,3656,MCT-PLS13 ,0,5
2019,2,3657,CIV-PLS13 ,0,6
2021,2,3659,CIV-PLS13 ,1,6
2022,1,3659,CIV-PLS13 ,1,7
2022,2,3659,CIV-PLS13 ,0,5
2016,2,3661,CIV-PLS13 ,0,5
2019,2,3662,ELE-PLS13 ,0,5
2020,1,3662,ELE-PLS13 ,0,5
2021,1,3662,ELE-PLS13 ,0,7
2021,2,3662,ELE-PLS13 ,0,6
2022,1,3664,CIV-PLS13 ,0,6
2022,1,3665,ELE-PLS13 ,0,3
2022,2,3665,ELE-PLS13 ,1,4
2021,2,3666,CIV-PLS13 ,1,7
2022,1,3666,CIV-PLS13 ,0,5
2021,1,3667,MCT-PLS13 ,0,6
2022,2,3668,MCT-PLS13 ,0,5
2022,2,3669,CIV-PLS13 ,1,5
2022,1,3670,CIV-PLS13 ,0,6
2017,2,3671,CIV-PLS13 ,0,6
2018,1,3671,CIV-PLS13 ,0,4
2016,2,3672,IND-PLS13 ,0,4
2021,1,3674,CIV-PLS13 ,0,6
2021,2,3674,CIV-PLS13 ,0,5
2016,2,3675,CIV-PLS13 ,0,6
2019,2,3676,CIV-PLS13 ,0,4
2020,1,3676,CIV-PLS13 ,0,5
2021,1,3676,CIV-PLS13 ,0,7
2022,1,3678,CIV-PLS13 ,0,5
2017,2,3679,CIV-PLS13 ,0,6
2016,2,3681,CIV-PLS13 ,0,5
2017,2,3681,CIV-PLS13 ,0,5
2018,1,3681,CIV-PLS13 ,0,4
2018,2,3681,CIV-PLS13 ,0,4
2019,1,3681,CIV-PLS13 ,1,4
2017,2,3682,CIV-PLS13 ,0,5
2017,2,3684,ELE-PLS13 ,0,5
2018,1,3684,ELE-PLS13 ,0,7
2021,2,3685,ELE-PLS13 ,0,5
2022,2,3685,ELE-PLS13 ,0,3
2016,2,3686,ECA-PLS13 ,0,7
2018,2,3689,CIV-PLS13 ,0,4
2019,2,3693,ELE-PLS13 ,0,5
2020,1,3693,ELE-PLS13 ,0,4
2021,1,3693,ELE-PLS13 ,1,6
2021,2,3693,ELE-PLS13 ,1,7
2022,1,3693,ELE-PLS13 ,0,6
2022,2,3693,ELE-PLS13 ,0,6
2016,2,3694,CIV-PLS13 ,0,6
2022,2,3696,CIV-PLS13 ,1,3
2021,2,3697,ELE-PLS13 ,0,6
2022,1,3697,ELE-PLS13 ,0,4
2022,2,3697,ELE-PLS13 ,0,3
2017,2,3698,CIV-PLS13 ,0,5
2018,1,3698,CIV-PLS13 ,0,3
2017,2,3699,MCT-PLS13 ,1,4
2021,2,3700,ELE-PLS13 ,1,5
2022,2,3700,ELE-PLS13 ,1,5
2022,2,3702,CIV-PLS13 ,0,5
2017,2,3703,CIV-PLS13 ,0,6
2019,2,3705,IND-PLS13 ,0,7
2021,1,3706,MEC-PLS13 ,0,6
2021,2,3706,MEC-PLS13 ,1,5
2017,2,3708,IND-PLS13 ,0,3
2021,2,3709,CIV-PLS13 ,0,7
2022,2,3712,MCT-PLS13 ,0,5
2020,1,3714,CIV-PLS13 ,0,3
2019,2,3717,ELE-PLS13 ,1,6
2020,1,3717,ELE-PLS13 ,0,6
2021,1,3717,ELE-PLS13 ,1,6
2021,2,3717,ELE-PLS13 ,1,5
2022,1,3717,ELE-PLS13 ,0,5
2022,2,3717,ELE-PLS13 ,1,7
2017,2,3719,CIV-PLS13 ,0,6
2021,2,3720,ELE-PLS13 ,1,5
2022,1,3720,ELE-PLS13 ,0,4
2022,2,3720,ELE-PLS13 ,0,5
2018,2,3721,MCT-PLS13 ,1,5
2019,1,3721,MCT-PLS13 ,0,3
2019,2,3721,MCT-PLS13 ,0,5
2020,1,3721,MCT-PLS13 ,0,6
2021,1,3721,MCT-PLS13 ,0,7
2021,2,3721,MCT-PLS13 ,0,5
2022,1,3721,MCT-PLS13 ,0,6
2022,2,3722,CIV-PLS13 ,0,7
2017,2,3725,CIV-PLS13 ,0,7
2018,1,3725,CIV-PLS13 ,0,4
2018,2,3725,CIV-PLS13 ,0,7
2019,1,3725,CIV-PLS13 ,0,5
2021,2,3731,CIV-PLS13 ,0,6
2022,1,3731,CIV-PLS13 ,0,5
2022,1,3732,ELE-PLS13 ,0,6
2022,2,3732,ELE-PLS13 ,0,5
2021,2,3733,ECA-PLS13 ,0,7
2022,1,3734,CIV-PLS13 ,0,6
2016,2,3736,ELE-PLS13 ,0,5
2017,2,3736,ELE-PLS13 ,1,6
2018,1,3736,ELE-PLS13 ,1,5
2018,2,3736,ELE-PLS13 ,1,6
2019,2,3736,ELE-PLS13 ,1,6
2022,2,3737,IND-PLS13 ,0,5
2021,2,3738,MEC-PLS13 ,0,4
2018,2,3739,CIV-PLS13 ,0,6
2021,2,3740,MCT-PLS13 ,1,8
2022,2,3740,MCT-PLS13 ,1,5
2016,2,3741,ELE-PLS13 ,0,5
2017,2,3741,ELE-PLS13 ,0,6
2021,1,3742,ELE-PLS13 ,1,5
2021,2,3742,ELE-PLS13 ,0,4
2022,1,3742,ELE-PLS13 ,1,6
2022,2,3742,ELE-PLS13 ,0,5
2020,1,3744,MCT-PLS13 ,0,6
2021,1,3744,MCT-PLS13 ,0,8
2019,2,3745,ELE-PLS13 ,0,5
2021,2,3748,IND-PLS13 ,1,4
2019,2,3749,MCT-PLS13 ,0,5
2018,2,3751,CIV-PLS13 ,0,5
2019,1,3751,CIV-PLS13 ,0,3
2022,1,3752,CIV-PLS13 ,0,6
2017,2,3753,MEC-PLS13 ,0,5
2018,2,3753,MEC-PLS13 ,0,4
2019,1,3753,MEC-PLS13 ,0,6
2022,2,3755,MCT-PLS13 ,0,6
2016,2,3758,ELE-PLS13 ,0,4
2017,2,3758,ELE-PLS13 ,0,4
2021,1,3759,CIV-PLS13 ,0,5
2021,2,3759,CIV-PLS13 ,0,4
2022,1,3759,CIV-PLS13 ,0,7
2022,2,3759,CIV-PLS13 ,0,6
2018,2,3760,ELE-PLS13 ,1,5
2021,2,3760,ELE-PLS13 ,1,7
2022,1,3760,ELE-PLS13 ,1,6
2021,1,3762,IND-PLS13 ,0,5
2020,1,3765,ELE-PLS13 ,0,5
2019,2,3767,ELE-PLS13 ,0,5
2017,2,3768,CIV-PLS13 ,0,3
2018,1,3768,CIV-PLS13 ,0,4
2018,2,3768,CIV-PLS13 ,0,5
2016,2,3769,CIV-PLS13 ,0,5
2017,2,3769,CIV-PLS13 ,0,4
2018,1,3769,CIV-PLS13 ,0,1
2018,2,3769,CIV-PLS13 ,0,3
2019,1,3769,CIV-PLS13 ,0,4
2019,2,3769,CIV-PLS13 ,0,4
2020,1,3769,CIV-PLS13 ,0,3
2021,1,3769,CIV-PLS13 ,1,5
2017,2,3772,ELE-PLS13 ,0,5
2017,2,3773,CIV-PLS13 ,0,6
2019,2,3774,ELE-PLS13 ,0,5
2020,1,3774,ELE-PLS13 ,0,5
2021,1,3774,ELE-PLS13 ,1,4
2022,2,3774,ELE-PLS13 ,0,4
2022,2,3775,ELE-PLS13 ,0,5
2018,2,3776,ELE-PLS13 ,0,5
2019,2,3777,MCT-PLS13 ,0,5
2020,1,3777,MCT-PLS13 ,1,5
2021,1,3777,MCT-PLS13 ,0,5
2022,1,3777,MCT-PLS13 ,0,6
2022,2,3777,MCT-PLS13 ,1,5
2019,2,3778,CIV-PLS13 ,0,6
2020,1,3778,CIV-PLS13 ,0,4
2018,2,3780,ECA-PLS13 ,1,4
2022,1,3780,ECA-PLS13 ,1,3
2022,2,3780,ECA-PLS13 ,1,2
2021,1,3781,CIV-PLS13 ,0,5
2017,2,3783,CIV-PLS13 ,1,5
2018,1,3783,CIV-PLS13 ,1,4
2018,2,3783,CIV-PLS13 ,1,4
2021,2,3783,CIV-PLS13 ,1,7
2022,1,3783,CIV-PLS13 ,0,6
2022,2,3783,CIV-PLS13 ,0,4
2021,1,3784,MCT-PLS13 ,0,6
2020,1,3785,CIV-PLS13 ,0,5
2021,1,3785,CIV-PLS13 ,0,5
2016,2,3786,ELE-PLS13 ,0,5
2017,2,3786,ELE-PLS13 ,0,7
2016,2,3790,ELE-PLS13 ,0,5
2017,2,3790,ELE-PLS13 ,0,6
2018,2,3791,ECA-PLS13 ,0,4
2019,2,3791,ECA-PLS13 ,0,5
2020,1,3791,ECA-PLS13 ,0,6
2021,2,3792,CIV-PLS13 ,1,7
2019,2,3794,CIV-PLS13 ,0,6
2018,2,3795,ELE-PLS13 ,1,5
2019,2,3795,ELE-PLS13 ,0,5
2020,1,3795,ELE-PLS13 ,0,5
2017,2,3797,ELE-PLS13 ,0,3
2019,2,3798,CIV-PLS13 ,0,4
2020,1,3798,CIV-PLS13 ,0,4
2021,1,3798,CIV-PLS13 ,0,4
2021,2,3798,CIV-PLS13 ,0,5
2022,1,3798,CIV-PLS13 ,0,4
2022,2,3798,CIV-PLS13 ,0,6
2021,2,3799,CIV-PLS13 ,0,6
2022,1,3799,CIV-PLS13 ,0,7
2022,2,3799,CIV-PLS13 ,0,6
2022,2,3803,CIV-PLS13 ,0,7
2018,2,3805,IND-PLS13 ,1,4
2019,2,3805,IND-PLS13 ,1,6
2020,1,3805,IND-PLS13 ,1,4
2021,1,3805,IND-PLS13 ,1,3
2021,2,3805,IND-PLS13 ,1,4
2022,1,3805,IND-PLS13 ,1,3
2022,2,3805,IND-PLS13 ,1,3
2017,2,3811,ELE-PLS13 ,0,6
2018,1,3811,ELE-PLS13 ,0,7
2018,2,3811,ELE-PLS13 ,0,7
2019,1,3811,ELE-PLS13 ,0,5
2019,2,3811,ELE-PLS13 ,0,8
2022,1,3812,CGF-PLS13 ,0,7
2022,2,3812,CGF-PLS13 ,0,4
2017,2,3813,CIV-PLS13 ,0,7
2020,1,3814,CIV-PLS13 ,0,7
2022,2,3815,CIV-PLS13 ,0,7
2017,2,3817,ELE-PLS13 ,1,5
2018,1,3817,ELE-PLS13 ,0,6
2018,2,3817,ELE-PLS13 ,0,7
2019,1,3817,ELE-PLS13 ,1,5
2019,2,3817,CIV-PLS13 ,0,8
2020,1,3817,ELE-PLS13 ,0,5
2021,1,3817,CIV-PLS13 ,0,8
2021,2,3817,CIV-PLS13 ,1,8
2022,1,3817,CIV-PLS13 ,0,8
2022,2,3817,CIV-PLS13 ,0,8
2020,1,3818,MCT-PLS13 ,0,5
2021,2,3823,CIV-PLS13 ,0,6
2022,1,3823,CIV-PLS13 ,0,5
2021,2,3826,MEC-PLS13 ,0,6
2022,1,3826,MEC-PLS13 ,0,5
2021,1,3829,CIV-PLS13 ,1,6
2021,2,3829,CIV-PLS13 ,1,5
2022,1,3829,CIV-PLS13 ,0,8
2021,1,3830,CIV-PLS13 ,1,6
2022,2,3830,ECA-PLS13 ,1,3
2021,2,3831,CIV-PLS13 ,1,8
2022,2,3831,CIV-PLS13 ,1,7
2022,2,3832,ELE-PLS13 ,0,5
2022,1,3834,ELE-PLS13 ,0,5
2019,2,3835,CIV-PLS13 ,0,6
2021,1,3836,CIV-PLS13 ,0,6
2016,2,3837,ELE-PLS13 ,0,4
2022,2,3838,ELE-PLS13 ,1,4
2022,1,3841,CIV-PLS13 ,0,6
2019,2,3845,CIV-PLS13 ,0,7
2020,1,3845,CIV-PLS13 ,0,6
2022,1,3846,ELE-PLS13 ,0,6
2022,2,3846,ELE-PLS13 ,0,4
2019,2,3847,MCT-PLS13 ,0,5
2022,2,3848,MCT-PLS13 ,0,4
2017,2,3852,CIV-PLS13 ,0,6
2018,1,3852,CIV-PLS13 ,0,7
2018,1,3853,ELE-PLS13 ,1,6
2018,2,3853,ELE-PLS13 ,1,4
2021,1,3853,ELE-PLS13 ,0,7
2021,2,3853,ELE-PLS13 ,0,8
2022,1,3853,ELE-PLS13 ,0,7
2021,2,3854,ELE-PLS13 ,0,4
2022,1,3854,ELE-PLS13 ,0,5
2022,2,3854,ELE-PLS13 ,0,4
2019,2,3857,CIV-PLS13 ,0,6
2021,2,3858,MEC-PLS13 ,1,6
2022,1,3858,MEC-PLS13 ,0,6
2016,2,3860,CIV-PLS13 ,0,5
2017,2,3860,CIV-PLS13 ,0,6
2018,1,3860,CGF-PLS13 ,0,4
2018,2,3860,CGF-PLS13 ,0,10
2019,1,3860,CIV-PLS13 ,0,5
2019,2,3860,CIV-PLS13 ,0,8
2016,2,3861,CIV-PLS13 ,0,5
2021,2,3862,CIV-PLS13 ,0,4
2022,1,3862,CIV-PLS13 ,0,7
2022,2,3862,CIV-PLS13 ,0,7
2020,1,3865,CIV-PLS13 ,0,6
2021,1,3865,CIV-PLS13 ,0,5
2021,2,3865,CIV-PLS13 ,0,7
2022,1,3865,CIV-PLS13 ,0,7
2022,2,3865,CIV-PLS13 ,0,6
2022,1,3866,IND-PLS13 ,0,6
2022,2,3866,MCT-PLS13 ,0,6
2017,2,3867,CIV-PLS13 ,1,5
2018,1,3867,CIV-PLS13 ,1,4
2018,2,3867,CIV-PLS13 ,1,4
2019,1,3867,CIV-PLS13 ,1,4
2019,2,3867,CGF-PLS13 ,1,6
2020,1,3867,CGF-PLS13 ,0,6
2022,1,3868,CGF-PLS13 ,0,6
2022,2,3868,CGF-PLS13 ,0,5
2022,2,3870,IND-PLS13 ,1,4
2021,2,3871,MCT-PLS13 ,1,7
2022,1,3871,MCT-PLS13 ,0,7
2022,2,3871,MCT-PLS13 ,1,6
2022,2,3872,CIV-PLS13 ,1,4
2022,1,3873,MCT-PLS13 ,0,6
2022,2,3873,MCT-PLS13 ,1,4
2022,2,3874,CIV-PLS13 ,0,5
2021,2,3876,CIV-PLS13 ,0,7
2019,2,3878,MCT-PLS13 ,0,5
2021,1,3879,CIV-PLS13 ,1,6
2021,2,3879,CIV-PLS13 ,1,4
2022,2,3879,CIV-PLS13 ,1,7
2016,2,3880,CIV-PLS13 ,0,2
2017,2,3880,CIV-PLS13 ,0,1
2018,1,3880,CIV-PLS13 ,1,3
2018,2,3880,CGF-PLS13 ,0,4
2019,1,3880,CGF-PLS13 ,0,7
2019,2,3880,CGF-PLS13 ,0,6
2020,1,3880,CGF-PLS13 ,0,8
2021,1,3880,CGF-PLS13 ,0,5
2021,2,3880,CGF-PLS13 ,0,7
2016,2,3884,CIV-PLS13 ,0,4
2021,2,3885,ELE-PLS13 ,1,5
2022,2,3885,ELE-PLS13 ,0,5
2022,2,3886,MCT-PLS13 ,0,7
2016,2,3888,ELE-PLS13 ,0,6
2017,2,3888,ELE-PLS13 ,0,5
2016,2,3889,CIV-PLS13 ,0,6
2017,2,3889,CIV-PLS13 ,0,4
2018,1,3889,CIV-PLS13 ,0,6
2018,2,3889,CIV-PLS13 ,0,3
2019,2,3889,CIV-PLS13 ,0,3
2016,2,3891,ELE-PLS13 ,0,5
2021,2,3893,CIV-PLS13 ,1,7
2022,1,3893,CIV-PLS13 ,0,6
2022,2,3893,CIV-PLS13 ,1,6
2021,2,3894,ELE-PLS13 ,0,5
2016,2,3896,MCT-PLS13 ,0,6
2017,2,3896,MCT-PLS13 ,0,6
2016,2,3898,MCT-PLS13 ,0,5
2017,2,3899,CIV-PLS13 ,0,6
2017,2,3901,CIV-PLS13 ,0,4
2018,1,3901,CIV-PLS13 ,0,6
2021,2,3902,CGF-PLS13 ,1,5
2022,1,3902,CGF-PLS13 ,1,4
2017,2,3903,MCT-PLS13 ,0,5
2019,2,3904,CIV-PLS13 ,0,6
2016,2,3905,ELE-PLS13 ,0,4
2017,2,3905,ELE-PLS13 ,0,5
2022,2,3906,ELE-PLS13 ,1,5
2017,2,3908,ELE-PLS13 ,0,5
2019,2,3909,CIV-PLS13 ,0,6
2020,1,3912,ELE-PLS13 ,0,4
2021,1,3912,ELE-PLS13 ,0,4
2021,2,3912,ELE-PLS13 ,0,6
2022,2,3912,ELE-PLS13 ,0,4
2018,2,3913,ELE-PLS13 ,0,5
2022,2,3914,CIV-PLS13 ,1,6
2022,2,3915,ELE-PLS13 ,1,6
2017,2,3917,ELE-PLS13 ,1,5
2018,2,3917,ELE-PLS13 ,0,5
2018,2,3919,CIV-PLS13 ,0,6
2021,2,3921,ELE-PLS13 ,0,7
2022,1,3921,ELE-PLS13 ,0,5
2022,1,3922,ELE-PLS13 ,0,5
2016,2,3923,MCT-PLS13 ,0,5
2022,1,3925,CIV-PLS13 ,0,6
2021,1,3927,ELE-PLS13 ,0,5
2021,2,3927,ELE-PLS13 ,0,5
2022,1,3927,ELE-PLS13 ,0,4
2022,2,3927,ELE-PLS13 ,0,4
2017,2,3928,ELE-PLS13 ,0,4
2021,2,3930,CIV-PLS13 ,1,6
2022,2,3930,CIV-PLS13 ,0,4
2021,2,3931,ELE-PLS13 ,0,4
2022,1,3931,ELE-PLS13 ,0,4
2019,2,3933,CIV-PLS13 ,0,4
2021,1,3934,CIV-PLS13 ,0,5
2022,2,3935,ELE-PLS13 ,0,5
2022,1,3937,CIV-PLS13 ,0,6
2021,1,3940,MCT-PLS13 ,1,7
2021,2,3940,MCT-PLS13 ,1,5
2022,1,3940,MCT-PLS13 ,0,5
2022,2,3940,MCT-PLS13 ,0,4
2021,1,3941,IND-PLS13 ,0,6
2021,1,3942,IND-PLS13 ,0,4
2021,2,3942,IND-PLS13 ,0,7
2020,1,3946,CIV-PLS13 ,0,5
2021,1,3948,CIV-PLS13 ,0,7
2021,2,3948,CIV-PLS13 ,0,6
2022,2,3948,CIV-PLS13 ,0,7
2019,2,3949,MCT-PLS13 ,0,5
2020,1,3949,MCT-PLS13 ,0,6
2022,2,3951,MCT-PLS13 ,1,5
2020,1,3952,MCT-PLS13 ,0,6
2021,1,3954,CIV-PLS13 ,0,6
2022,1,3956,CIV-PLS13 ,0,6
2021,2,3957,ELE-PLS13 ,1,4
2022,1,3957,ELE-PLS13 ,0,5
2020,1,3958,CIV-PLS13 ,0,5
2019,2,3959,CIV-PLS13 ,0,6
2017,2,3960,IND-PLS13 ,0,5
2021,1,3961,ELE-PLS13 ,0,5
2020,1,3963,IND-PLS13 ,0,6
